gene,Consistency_Category,Mean_Percent,Ratio_Diff,CPTAC_Percent,AURORA_Percent,CPTAC_Mutations,AURORA_Mutations
UTRN,2. Stable Target,4.807692307692308,9.615384615384617,0.0,9.615384615384617,4,52
TMEM131,2. Stable Target,4.838709677419355,9.67741935483871,0.0,9.67741935483871,3,31
DST,2. Stable Target,4.861111111111112,9.722222222222223,0.0,9.722222222222223,5,72
ASPM,2. Stable Target,12.499999999999998,8.333333333333332,16.666666666666664,8.333333333333332,6,36
AKNA,2. Stable Target,15.555555555555555,8.88888888888889,20.0,11.11111111111111,5,9
PKD1,2. Stable Target,20.833333333333332,8.333333333333336,25.0,16.666666666666664,4,18
COL4A5,3. Variable Exposure,5.0,10.0,0.0,10.0,5,30
EHBP1L1,3. Variable Exposure,5.0,10.0,0.0,10.0,4,10
RERE,3. Variable Exposure,5.0,10.0,0.0,10.0,4,10
SCAF11,3. Variable Exposure,5.0,10.0,0.0,10.0,3,10
FNIP2,3. Variable Exposure,5.0,10.0,0.0,10.0,3,10
LRRK1,3. Variable Exposure,5.0,10.0,0.0,10.0,3,10
DCAF13,3. Variable Exposure,5.0,10.0,0.0,10.0,3,10
KIF11,3. Variable Exposure,5.0,10.0,0.0,10.0,3,10
PCDHGA3,3. Variable Exposure,5.0,10.0,0.0,10.0,3,10
TEX2,3. Variable Exposure,5.0,10.0,0.0,10.0,3,10
PRRC2C,3. Variable Exposure,5.172413793103448,10.344827586206897,0.0,10.344827586206897,8,29
TRRAP,3. Variable Exposure,5.208333333333334,10.416666666666668,0.0,10.416666666666668,5,48
CENPF,3. Variable Exposure,5.263157894736842,10.526315789473683,0.0,10.526315789473683,6,19
MYH9,3. Variable Exposure,5.263157894736842,10.526315789473683,0.0,10.526315789473683,5,19
DIP2A,3. Variable Exposure,5.263157894736842,10.526315789473683,0.0,10.526315789473683,3,19
TPR,3. Variable Exposure,5.357142857142857,10.714285714285714,0.0,10.714285714285714,3,28
MACF1,3. Variable Exposure,5.421686746987952,10.843373493975903,0.0,10.843373493975903,16,83
HUWE1,3. Variable Exposure,5.555555555555555,11.11111111111111,0.0,11.11111111111111,4,45
DIAPH2,3. Variable Exposure,5.555555555555555,11.11111111111111,0.0,11.11111111111111,3,27
DOCK5,3. Variable Exposure,5.555555555555555,11.11111111111111,0.0,11.11111111111111,6,18
AUTS2,3. Variable Exposure,5.555555555555555,11.11111111111111,0.0,11.11111111111111,4,18
IFT172,3. Variable Exposure,5.555555555555555,11.11111111111111,0.0,11.11111111111111,3,18
POLR1A,3. Variable Exposure,5.555555555555555,11.11111111111111,0.0,11.11111111111111,5,9
EVC,3. Variable Exposure,5.555555555555555,11.11111111111111,0.0,11.11111111111111,3,9
CTNNB1,3. Variable Exposure,5.555555555555555,11.11111111111111,0.0,11.11111111111111,3,9
ITPK1,3. Variable Exposure,5.555555555555555,11.11111111111111,0.0,11.11111111111111,3,9
SYMPK,3. Variable Exposure,5.555555555555555,11.11111111111111,0.0,11.11111111111111,3,9
ZMYND8,3. Variable Exposure,5.769230769230769,11.538461538461538,0.0,11.538461538461538,3,26
ASH1L,3. Variable Exposure,6.0,12.0,0.0,12.0,8,25
PHIP,3. Variable Exposure,6.25,12.5,0.0,12.5,3,32
DNAJC13,3. Variable Exposure,6.25,12.5,0.0,12.5,5,24
CHD9,3. Variable Exposure,6.25,12.5,0.0,12.5,3,24
DOCK7,3. Variable Exposure,6.25,12.5,0.0,12.5,3,24
F8,3. Variable Exposure,6.25,12.5,0.0,12.5,3,16
COG1,3. Variable Exposure,6.25,12.5,0.0,12.5,4,8
ADNP,3. Variable Exposure,6.25,12.5,0.0,12.5,3,8
IFI16,3. Variable Exposure,6.25,12.5,0.0,12.5,3,8
KIAA0232,3. Variable Exposure,6.25,12.5,0.0,12.5,3,8
LCP2,3. Variable Exposure,6.25,12.5,0.0,12.5,3,8
PHF12,3. Variable Exposure,6.25,12.5,0.0,12.5,3,8
SRF,3. Variable Exposure,6.25,12.5,0.0,12.5,3,8
VCAN,3. Variable Exposure,6.521739130434782,13.043478260869565,0.0,13.043478260869565,5,23
ERAP1,3. Variable Exposure,6.521739130434782,13.043478260869565,0.0,13.043478260869565,4,23
DHX8,3. Variable Exposure,6.521739130434782,13.043478260869565,0.0,13.043478260869565,3,23
CEP192,3. Variable Exposure,6.521739130434782,13.043478260869565,0.0,13.043478260869565,3,23
ATR,3. Variable Exposure,6.521739130434782,13.043478260869565,0.0,13.043478260869565,3,23
CHD6,3. Variable Exposure,6.666666666666667,13.333333333333334,0.0,13.333333333333334,4,30
LRP1,3. Variable Exposure,6.666666666666667,13.333333333333334,0.0,13.333333333333334,3,30
COL18A1,3. Variable Exposure,6.666666666666667,13.333333333333334,0.0,13.333333333333334,5,15
EPHB4,3. Variable Exposure,6.666666666666667,13.333333333333334,0.0,13.333333333333334,4,15
NCOA1,3. Variable Exposure,6.666666666666667,13.333333333333334,0.0,13.333333333333334,4,15
FLNB,3. Variable Exposure,6.666666666666667,13.333333333333334,0.0,13.333333333333334,3,15
ZFC3H1,3. Variable Exposure,6.666666666666667,13.333333333333334,0.0,13.333333333333334,3,15
PLS1,3. Variable Exposure,6.666666666666667,13.333333333333334,0.0,13.333333333333334,3,15
STXBP5,3. Variable Exposure,6.666666666666667,13.333333333333334,0.0,13.333333333333334,3,15
ATG2B,3. Variable Exposure,6.818181818181818,13.636363636363637,0.0,13.636363636363637,3,22
AKAP9,3. Variable Exposure,6.976744186046512,13.953488372093023,0.0,13.953488372093023,4,43
BOD1L1,3. Variable Exposure,7.142857142857142,14.285714285714285,14.285714285714285,0.0,7,29
WNK1,3. Variable Exposure,7.142857142857142,14.285714285714285,0.0,14.285714285714285,3,28
ZEB2,3. Variable Exposure,7.142857142857142,14.285714285714285,0.0,14.285714285714285,3,21
RPGRIP1L,3. Variable Exposure,7.142857142857142,14.285714285714285,0.0,14.285714285714285,6,14
MYO9B,3. Variable Exposure,7.142857142857142,14.285714285714285,0.0,14.285714285714285,4,14
SPTAN1,3. Variable Exposure,7.142857142857142,14.285714285714285,0.0,14.285714285714285,4,14
RUNX2,3. Variable Exposure,7.142857142857142,14.285714285714285,0.0,14.285714285714285,4,14
ANKRD30A,3. Variable Exposure,7.142857142857142,14.285714285714285,0.0,14.285714285714285,3,14
NSD1,3. Variable Exposure,7.142857142857142,14.285714285714285,0.0,14.285714285714285,3,14
MARK4,3. Variable Exposure,7.142857142857142,14.285714285714285,0.0,14.285714285714285,3,14
GOLGA4,3. Variable Exposure,7.142857142857142,14.285714285714285,0.0,14.285714285714285,3,14
ILF3,3. Variable Exposure,7.142857142857142,14.285714285714285,0.0,14.285714285714285,5,7
C10orf88,3. Variable Exposure,7.142857142857142,14.285714285714285,0.0,14.285714285714285,4,7
AGO2,3. Variable Exposure,7.142857142857142,14.285714285714285,0.0,14.285714285714285,4,7
PHLDB2,3. Variable Exposure,7.142857142857142,14.285714285714285,0.0,14.285714285714285,4,7
CHST15,3. Variable Exposure,7.142857142857142,14.285714285714285,0.0,14.285714285714285,3,7
CHM,3. Variable Exposure,7.142857142857142,14.285714285714285,0.0,14.285714285714285,3,7
SAMD9,3. Variable Exposure,7.142857142857142,14.285714285714285,0.0,14.285714285714285,3,7
MAPK15,3. Variable Exposure,7.142857142857142,14.285714285714285,0.0,14.285714285714285,3,7
WIPI2,3. Variable Exposure,7.142857142857142,14.285714285714285,0.0,14.285714285714285,3,7
PCF11,3. Variable Exposure,7.142857142857142,14.285714285714285,0.0,14.285714285714285,3,7
SULF2,3. Variable Exposure,7.142857142857142,14.285714285714285,0.0,14.285714285714285,3,7
STT3B,3. Variable Exposure,7.142857142857142,14.285714285714285,0.0,14.285714285714285,3,7
TDRD5,3. Variable Exposure,7.142857142857142,14.285714285714285,0.0,14.285714285714285,3,7
TAOK2,3. Variable Exposure,7.142857142857142,14.285714285714285,0.0,14.285714285714285,3,7
CTC1,3. Variable Exposure,7.142857142857142,14.285714285714285,0.0,14.285714285714285,3,7
FAM120A,3. Variable Exposure,7.142857142857142,14.285714285714285,0.0,14.285714285714285,3,7
KAT2B,3. Variable Exposure,7.142857142857142,14.285714285714285,0.0,14.285714285714285,3,7
UBR1,3. Variable Exposure,7.407407407407406,14.814814814814811,0.0,14.814814814814811,3,27
MAP3K1,3. Variable Exposure,7.5,15.0,0.0,15.0,11,20
ITGAM,3. Variable Exposure,7.692307692307692,15.384615384615383,0.0,15.384615384615383,5,13
POGZ,3. Variable Exposure,7.692307692307692,15.384615384615383,0.0,15.384615384615383,3,13
DOCK6,3. Variable Exposure,7.894736842105263,15.789473684210526,0.0,15.789473684210526,7,19
TJP1,3. Variable Exposure,7.894736842105263,15.789473684210526,0.0,15.789473684210526,4,19
JAG1,3. Variable Exposure,7.894736842105263,15.789473684210526,0.0,15.789473684210526,4,19
EIF2AK4,3. Variable Exposure,7.894736842105263,15.789473684210526,0.0,15.789473684210526,3,19
BAZ2B,3. Variable Exposure,8.0,16.0,0.0,16.0,3,25
SIGLEC1,3. Variable Exposure,8.333333333333332,16.666666666666664,0.0,16.666666666666664,4,12
FOXA1,3. Variable Exposure,8.333333333333332,16.666666666666664,16.666666666666664,0.0,6,9
HBS1L,3. Variable Exposure,8.333333333333332,16.666666666666664,0.0,16.666666666666664,3,12
TTC14,3. Variable Exposure,8.333333333333332,16.666666666666664,0.0,16.666666666666664,5,6
MYBBP1A,3. Variable Exposure,8.333333333333332,16.666666666666664,0.0,16.666666666666664,4,6
IRS2,3. Variable Exposure,8.333333333333332,16.666666666666664,0.0,16.666666666666664,3,6
ZNF574,3. Variable Exposure,8.333333333333332,16.666666666666664,0.0,16.666666666666664,3,6
MAP1S,3. Variable Exposure,8.333333333333332,16.666666666666664,0.0,16.666666666666664,3,6
PHF2,3. Variable Exposure,8.333333333333332,16.666666666666664,0.0,16.666666666666664,3,6
THUMPD3,3. Variable Exposure,8.333333333333332,16.666666666666664,0.0,16.666666666666664,3,6
EDEM3,3. Variable Exposure,8.333333333333332,16.666666666666664,0.0,16.666666666666664,3,6
HEATR1,3. Variable Exposure,8.620689655172415,17.24137931034483,0.0,17.24137931034483,3,29
ABCA1,3. Variable Exposure,8.695652173913043,17.391304347826086,0.0,17.391304347826086,4,23
PLEKHG4B,3. Variable Exposure,8.72340425531915,17.4468085106383,0.0,17.4468085106383,4,235
ARID2,3. Variable Exposure,8.823529411764707,17.647058823529413,0.0,17.647058823529413,5,17
KIF13A,3. Variable Exposure,8.823529411764707,17.647058823529413,0.0,17.647058823529413,3,17
SHPRH,3. Variable Exposure,8.823529411764707,17.647058823529413,0.0,17.647058823529413,3,17
CSF1R,3. Variable Exposure,8.823529411764707,17.647058823529413,0.0,17.647058823529413,3,17
KMT2E,3. Variable Exposure,8.928571428571429,17.857142857142858,0.0,17.857142857142858,5,28
NCOR1,3. Variable Exposure,8.928571428571429,17.857142857142858,0.0,17.857142857142858,3,28
TNIK,3. Variable Exposure,8.928571428571429,17.857142857142858,0.0,17.857142857142858,3,28
RUNX1,3. Variable Exposure,9.090909090909092,18.181818181818183,0.0,18.181818181818183,5,22
LRBA,3. Variable Exposure,9.375,18.75,0.0,18.75,3,32
EHMT1,3. Variable Exposure,9.375,18.75,0.0,18.75,3,16
GOLGB1,3. Variable Exposure,9.375,18.75,0.0,18.75,3,16
ANKHD1,3. Variable Exposure,9.523809523809524,19.047619047619047,0.0,19.047619047619047,4,21
CKAP5,3. Variable Exposure,9.523809523809524,19.047619047619047,0.0,19.047619047619047,3,21
DMXL1,3. Variable Exposure,10.0,20.0,20.0,0.0,5,29
NCOR2,3. Variable Exposure,10.0,20.0,20.0,0.0,5,18
PTPRK,3. Variable Exposure,10.0,20.0,20.0,0.0,5,11
ALMS1,3. Variable Exposure,12.083333333333332,15.833333333333334,20.0,4.166666666666666,5,24
FAT1,3. Variable Exposure,12.5,25.0,25.0,0.0,4,27
BRWD3,3. Variable Exposure,12.5,25.0,25.0,0.0,4,23
KIF13B,3. Variable Exposure,12.5,25.0,25.0,0.0,4,14
LTBP4,3. Variable Exposure,12.5,25.0,25.0,0.0,4,13
SCUBE2,3. Variable Exposure,12.5,25.0,25.0,0.0,4,13
CPAMD8,3. Variable Exposure,12.5,25.0,25.0,0.0,4,12
HIPK3,3. Variable Exposure,12.5,25.0,25.0,0.0,4,9
ZAP70,3. Variable Exposure,12.5,25.0,25.0,0.0,4,2
VPS13B,3. Variable Exposure,13.333333333333334,13.333333333333332,20.0,6.666666666666667,5,60
SSH2,3. Variable Exposure,13.571428571428571,12.857142857142858,20.0,7.142857142857142,5,14
DMXL2,3. Variable Exposure,14.411764705882353,11.176470588235293,20.0,8.823529411764707,5,34
FLT1,3. Variable Exposure,14.545454545454547,10.909090909090908,20.0,9.090909090909092,5,11
INSR,3. Variable Exposure,16.07142857142857,17.857142857142858,25.0,7.142857142857142,4,14
PEAK1,3. Variable Exposure,16.346153846153847,17.307692307692307,25.0,7.6923076923076925,4,26
ADAMTS10,3. Variable Exposure,16.346153846153847,17.307692307692307,25.0,7.6923076923076925,4,13
HIVEP1,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,24
WDR7,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,19
PDGFRA,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,17
SMARCA1,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,16
COL5A3,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,14
TANGO6,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,13
COBLL1,3. Variable Exposure,16.666666666666664,16.666666666666668,25.0,8.333333333333332,4,12
EPPK1,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,13
SAMD12,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,12
SH2D3C,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,12
TIE1,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,11
DEPDC5,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,11
KANK4,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,10
GLI3,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,10
TBX15,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,8
ATP8B3,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,8
ALPK3,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,8
ZNF219,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,7
PTPRU,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,6
PRRG1,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,6
RNF8,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,6
ITGB6,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,6
COL28A1,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,6
TRO,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,5
TRMT44,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,5
CARD6,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,5
AMH,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,5
THRA,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,5
FAM83B,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,4
CPZ,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,4
UNKL,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,4
ELN,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,4
ESPN,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,3
BIN1,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,3
CASKIN2,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,3
PCDHA12,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,3
NPR2,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,2
SARM1,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,1
NOD2,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,1
CCDC170,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,1
RIN3,3. Variable Exposure,16.666666666666664,33.33333333333333,33.33333333333333,0.0,3,1
PRSS36,3. Variable Exposure,17.045454545454547,15.909090909090908,25.0,9.090909090909092,4,11
CILP,3. Variable Exposure,17.5,15.0,25.0,10.0,4,10
ITPR2,3. Variable Exposure,17.905405405405403,14.18918918918919,25.0,10.81081081081081,4,37
ZFYVE26,3. Variable Exposure,18.333333333333332,29.999999999999996,33.33333333333333,3.333333333333333,3,30
TRPS1,3. Variable Exposure,18.45238095238095,29.76190476190476,33.33333333333333,3.571428571428571,3,28
ADAMTS12,3. Variable Exposure,18.589743589743588,29.487179487179482,33.33333333333333,3.8461538461538463,3,26
CMYA5,3. Variable Exposure,18.749999999999996,29.166666666666664,33.33333333333333,4.166666666666666,6,24
NID1,3. Variable Exposure,19.791666666666664,27.08333333333333,33.33333333333333,6.25,3,16
AK9,3. Variable Exposure,19.999999999999996,26.66666666666666,33.33333333333333,6.666666666666667,3,30
NEO1,3. Variable Exposure,19.999999999999996,26.66666666666666,33.33333333333333,6.666666666666667,3,15
HELZ2,3. Variable Exposure,20.0,40.0,40.0,0.0,5,11
QRICH2,3. Variable Exposure,20.0,40.0,40.0,0.0,5,5
CCDC138,3. Variable Exposure,20.51282051282051,25.641025641025635,33.33333333333333,7.6923076923076925,3,13
FAM178B,3. Variable Exposure,20.83333333333333,24.999999999999996,33.33333333333333,8.333333333333332,3,12
ZFP28,3. Variable Exposure,21.21212121212121,24.242424242424235,33.33333333333333,9.090909090909092,3,11
SLIT2,3. Variable Exposure,21.21212121212121,24.242424242424235,33.33333333333333,9.090909090909092,3,11
ARHGAP24,3. Variable Exposure,21.21212121212121,24.242424242424235,33.33333333333333,9.090909090909092,3,11
HACE1,3. Variable Exposure,21.21212121212121,24.242424242424235,33.33333333333333,9.090909090909092,3,11
AMBRA1,3. Variable Exposure,21.21212121212121,24.242424242424235,33.33333333333333,9.090909090909092,3,11
MEGF8,3. Variable Exposure,21.428571428571427,23.809523809523803,33.33333333333333,9.523809523809524,3,21
CCDC88B,3. Variable Exposure,21.666666666666664,23.33333333333333,33.33333333333333,10.0,3,10
RPS6KA3,3. Variable Exposure,21.666666666666664,23.33333333333333,33.33333333333333,10.0,3,10
KDR,3. Variable Exposure,21.666666666666664,23.33333333333333,33.33333333333333,10.0,3,10
CADPS2,3. Variable Exposure,21.929824561403507,22.807017543859644,33.33333333333333,10.526315789473683,3,19
ERCC6,3. Variable Exposure,22.549019607843135,21.568627450980387,33.33333333333333,11.76470588235294,3,17
PLCH2,3. Variable Exposure,22.916666666666664,20.83333333333333,33.33333333333333,12.5,3,8
HMCN1,3. Variable Exposure,23.12687312687313,30.669330669330677,38.46153846153847,7.792207792207792,13,77
DOCK8,3. Variable Exposure,23.188405797101446,20.289855072463766,33.33333333333333,13.043478260869565,3,23
CIT,3. Variable Exposure,23.611111111111107,19.44444444444444,33.33333333333333,13.88888888888889,3,36
WNK2,3. Variable Exposure,23.703703703703702,32.592592592592595,40.0,7.4074074074074066,5,27
DCHS1,3. Variable Exposure,23.809523809523807,19.047619047619044,33.33333333333333,14.285714285714285,3,14
SAMSN1,3. Variable Exposure,23.809523809523807,19.047619047619044,33.33333333333333,14.285714285714285,3,7
DNAH1,3. Variable Exposure,25.357142857142858,29.285714285714285,40.0,10.714285714285714,5,28
DOCK2,3. Variable Exposure,25.49019607843137,15.686274509803916,33.33333333333333,17.647058823529413,3,17
ABCA4,3. Variable Exposure,25.757575757575758,15.151515151515145,33.33333333333333,18.181818181818183,3,22
POLQ,3. Variable Exposure,26.041666666666664,14.583333333333329,33.33333333333333,18.75,3,32
