Hugo_Symbol,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,Splice_Site,Translation_Start_Site,Total_Expressed
EMILIN1,0,0,0,0,3,0,0,0,0,3
ZCCHC11,0,0,0,0,2,1,0,0,0,3
FLOT1,0,0,0,0,1,1,0,1,0,3
EML2,0,1,0,0,1,0,0,1,0,3
FLNB,0,0,0,0,3,0,0,0,0,3
ZEB2,1,0,0,0,2,0,0,0,0,3
ZFC3H1,0,0,0,0,3,0,0,0,0,3
FAT1,0,0,0,0,3,0,0,0,0,3
FBN1,0,0,0,0,3,0,0,0,0,3
FBRSL1,0,0,0,0,1,1,0,1,0,3
CILP,0,0,0,0,2,0,0,1,0,3
CIC,0,1,0,0,2,0,0,0,0,3
NOL6,1,0,0,0,1,0,0,1,0,3
NBAS,0,0,0,0,3,0,0,0,0,3
ZMYND8,0,0,0,0,3,0,0,0,0,3
ADAMTS10,0,0,0,0,3,0,0,0,0,3
ZMYM3,0,0,0,0,3,0,0,0,0,3
CHST15,0,0,0,0,3,0,0,0,0,3
FBXW7,0,0,0,0,2,1,0,0,0,3
ADAM15,1,0,0,0,1,1,0,0,0,3
NAV2,0,0,0,0,2,1,0,0,0,3
FEM1C,0,0,0,0,3,0,0,0,0,3
ZFP64,0,0,0,0,2,1,0,0,0,3
ADAM8,0,0,0,0,3,0,0,0,0,3
ZMYM6,0,0,0,0,3,0,0,0,0,3
DNMT3A,0,0,0,0,2,0,0,1,0,3
PDXDC1,0,0,0,0,3,0,0,0,0,3
TBC1D4,0,0,0,0,3,0,0,0,0,3
DOCK10,0,0,0,0,3,0,0,0,0,3
TBCE,0,0,0,0,3,0,0,0,0,3
DOCK7,1,0,0,0,2,0,0,0,0,3
COL7A1,0,0,0,0,3,0,0,0,0,3
TCF20,0,0,0,0,3,0,0,0,0,3
MRC2,0,0,0,0,3,0,0,0,0,3
PDE4DIP,0,0,0,0,3,0,0,0,0,3
TDRD5,0,0,0,0,2,1,0,0,0,3
HPS4,0,0,0,0,3,0,0,0,0,3
TEX2,0,1,0,0,2,0,0,0,0,3
ARHGEF12,0,1,0,0,2,0,0,0,0,3
TMEM214,0,0,0,0,3,0,0,0,0,3
PDCD11,0,0,0,0,3,0,0,0,0,3
MRPS27,0,0,0,0,3,0,0,0,0,3
THRAP3,0,0,0,0,2,1,0,0,0,3
THUMPD3,0,0,0,0,3,0,0,0,0,3
ARHGAP39,0,0,0,0,2,1,0,0,0,3
TIGD5,0,0,0,0,3,0,0,0,0,3
TLK2,0,0,1,0,2,0,0,0,0,3
TLN2,0,0,0,0,3,0,0,0,0,3
ARHGAP23,0,0,0,0,3,0,0,0,0,3
MS4A14,0,0,0,0,3,0,0,0,0,3
TLR6,0,0,0,0,3,0,0,0,0,3
PCF11,1,0,0,0,1,1,0,0,0,3
TMEM131,0,0,0,0,1,2,0,0,0,3
PCDHGB7,0,0,0,0,2,1,0,0,0,3
HIPK3,0,0,0,0,3,0,0,0,0,3
ARHGEF11,0,0,0,0,3,0,0,0,0,3
PRSS36,0,0,0,0,2,0,0,1,0,3
INPP1,1,0,0,0,2,0,0,0,0,3
ATG2B,0,0,0,0,2,1,0,0,0,3
INO80,0,0,0,0,3,0,0,0,0,3
IL7R,0,0,0,0,2,1,0,0,0,3
STT3B,0,0,1,0,2,0,0,0,0,3
PEX6,1,0,0,0,2,0,0,0,0,3
STXBP5,0,0,0,0,2,1,0,0,0,3
SULF2,0,0,0,0,3,0,0,0,0,3
SUZ12,0,0,0,0,3,0,0,0,0,3
IKBKE,0,0,0,0,3,0,0,0,0,3
DNAJC2,0,0,0,0,3,0,0,0,0,3
IGSF9,0,0,0,0,3,0,0,0,0,3
SYMPK,0,0,0,0,2,0,0,1,0,3
TBC1D1,0,0,0,0,3,0,0,0,0,3
SYNJ2,0,0,0,0,3,0,0,0,0,3
IGHMBP2,0,0,0,0,3,0,0,0,0,3
TACC2,0,0,0,0,3,0,0,0,0,3
TAF1,0,0,0,0,3,0,0,0,0,3
IFT172,0,0,0,0,3,0,0,0,0,3
ASAP2,0,0,0,0,3,0,0,0,0,3
IFI16,0,0,0,0,3,0,0,0,0,3
MORC2,0,0,1,0,2,0,0,0,0,3
CDC5L,0,0,0,0,3,0,0,0,0,3
TAOK1,0,0,0,0,3,0,0,0,0,3
TAOK2,0,0,0,0,2,1,0,0,0,3
TAP2,0,0,0,0,2,1,0,0,0,3
TARSL2,0,0,0,0,2,0,0,1,0,3
PEAK1,0,0,0,0,2,1,0,0,0,3
HYCC1,0,0,0,0,3,0,0,0,0,3
SYNE2,0,0,0,0,2,1,0,0,0,3
TNPO3,0,0,0,0,3,0,0,0,0,3
TNRC6A,0,0,0,0,3,0,0,0,0,3
CDKN2A,0,0,0,0,3,0,0,0,0,3
GTF3C5,0,0,0,0,3,0,0,0,0,3
CENPE,0,0,0,0,2,1,0,0,0,3
GTSE1,0,0,0,0,3,0,0,0,0,3
HEATR1,0,0,0,0,3,0,0,0,0,3
TOPBP1,0,0,0,0,3,0,0,0,0,3
MTOR,0,0,0,0,2,1,0,0,0,3
CDR2L,0,0,0,0,3,0,0,0,0,3
TRPC1,0,0,0,0,2,1,0,0,0,3
TRIM14,0,0,0,0,2,1,0,0,0,3
MTMR11,0,0,0,0,3,0,0,0,0,3
CEACAM5,0,0,0,0,3,0,0,0,0,3
TP53I13,0,0,0,0,3,0,0,0,0,3
DUS3L,0,0,0,0,3,0,0,0,0,3
TRAPPC12,0,0,1,0,2,0,0,0,0,3
COL27A1,0,0,0,0,3,0,0,0,0,3
TPR,0,0,0,0,3,0,0,0,0,3
TRAF1,0,0,0,0,3,0,0,0,0,3
HBS1L,0,0,0,0,2,0,0,1,0,3
TRIM24,0,0,0,0,3,0,0,0,0,3
HELZ2,0,0,0,0,3,0,0,0,0,3
ANKRD30A,0,0,0,0,3,0,0,0,0,3
PHF12,0,0,0,0,3,0,0,0,0,3
PCDHGA3,0,0,0,0,3,0,0,0,0,3
GTF3C1,0,0,0,0,3,0,0,0,0,3
DSP,0,0,1,0,2,0,0,0,0,3
HAUS1,0,0,0,0,3,0,0,0,0,3
ARAP2,0,0,0,0,3,0,0,0,0,3
PALB2,0,1,0,0,1,0,0,1,0,3
TRPM2,0,0,0,0,3,0,0,0,0,3
PCDHGA8,0,1,0,0,2,0,0,0,0,3
PCDHGB3,0,0,0,0,3,0,0,0,0,3
TNIK,0,1,0,0,2,0,0,0,0,3
TNK2,0,0,0,0,3,0,0,0,0,3
TRPM4,0,0,0,0,3,0,0,0,0,3
COL14A1,0,0,0,0,3,0,0,0,0,3
NCOA6,0,0,0,0,2,0,0,0,0,2
NCOA7,0,0,0,0,2,0,0,0,0,2
MAP3K2,0,0,0,0,2,0,0,0,0,2
MAMDC4,0,0,0,0,2,0,0,0,0,2
MERTK,0,0,0,0,2,0,0,0,0,2
MAP3K4,0,0,0,0,1,0,0,1,0,2
MYBPC3,0,0,0,0,2,0,0,0,0,2
NCOA2,0,0,0,0,2,0,0,0,0,2
MAP4K1,0,0,0,0,2,0,0,0,0,2
MYC,0,0,0,0,2,0,0,0,0,2
MTMR4,0,0,0,0,2,0,0,0,0,2
METRN,0,0,0,0,2,0,0,0,0,2
NCKAP1L,0,0,0,0,2,0,0,0,0,2
NDUFAF4,0,0,0,0,2,0,0,0,0,2
MAN2A2,0,0,0,0,2,0,0,0,0,2
MAN2B1,0,0,0,0,2,0,0,0,0,2
MXRA5,0,0,0,0,2,0,0,0,0,2
MANBA,0,0,0,0,2,0,0,0,0,2
MNT,0,0,0,0,2,0,0,0,0,2
MMRN2,0,0,0,0,2,0,0,0,0,2
NDUFA9,0,0,0,0,1,1,0,0,0,2
NDST2,0,0,0,0,2,0,0,0,0,2
MOAP1,0,0,0,0,2,0,0,0,0,2
MME,0,0,0,0,2,0,0,0,0,2
MTR,1,1,0,0,0,0,0,0,0,2
NDRG1,0,0,0,0,2,0,0,0,0,2
MLYCD,0,0,0,0,2,0,0,0,0,2
NDN,0,0,0,0,2,0,0,0,0,2
MEGF8,0,0,0,0,2,0,0,0,0,2
MED13L,0,0,0,0,2,0,0,0,0,2
MLH3,0,0,0,0,1,1,0,0,0,2
MTNAP1,0,0,0,0,2,0,0,0,0,2
MVD,0,0,0,0,2,0,0,0,0,2
MICU2,0,0,0,0,1,1,0,0,0,2
MROH7,0,0,0,0,2,0,0,0,0,2
MTCH1,0,0,0,0,2,0,0,0,0,2
MICAL3,0,0,0,0,2,0,0,0,0,2
MYL9,0,0,0,0,2,0,0,0,0,2
NAA15,1,0,0,0,1,0,0,0,0,2
N4BP2,0,0,0,0,2,0,0,0,0,2
N4BP1,0,0,0,0,2,0,0,0,0,2
MGAT2,0,0,0,0,1,1,0,0,0,2
MRPS5,0,0,0,0,2,0,0,0,0,2
MCOLN2,1,0,0,0,1,0,0,0,0,2
NEDD4L,0,0,0,0,2,0,0,0,0,2
MYO10,0,0,0,0,1,1,0,0,0,2
MSL1,1,0,0,0,1,0,0,0,0,2
MYO6,0,0,0,0,1,1,0,0,0,2
MCAT,1,0,0,0,1,0,0,0,0,2
MYO1E,0,0,0,0,2,0,0,0,0,2
MYO1B,0,0,0,0,2,0,0,0,0,2
MYO19,0,0,0,0,2,0,0,0,0,2
MCM5,0,0,0,0,2,0,0,0,0,2
MSH2,0,0,0,0,2,0,0,0,0,2
METTL2B,0,0,0,0,2,0,0,0,0,2
METTL18,0,0,0,0,2,0,0,0,0,2
MCAM,0,0,0,0,2,0,0,0,0,2
NCKAP1,0,0,0,0,2,0,0,0,0,2
NBPF10,0,0,0,0,2,0,0,0,0,2
MTMR3,0,0,0,0,2,0,0,0,0,2
MED12,0,0,0,0,2,0,0,0,0,2
MAP7D1,0,0,0,0,2,0,0,0,0,2
MAPK14,0,0,0,0,2,0,0,0,0,2
MIS18BP1,0,1,0,0,1,0,0,0,0,2
NBEAL2,0,0,0,0,2,0,0,0,0,2
MIER2,0,0,0,0,2,0,0,0,0,2
MED1,0,0,0,0,2,0,0,0,0,2
MPDZ,0,0,0,0,2,0,0,0,0,2
MATR3,0,0,0,0,2,0,0,0,0,2
MPEG1,0,0,0,0,2,0,0,0,0,2
MIEF2,0,0,0,0,2,0,0,0,0,2
MPPE1,0,0,0,0,2,0,0,0,0,2
NARFL,0,0,0,0,2,0,0,0,0,2
MDC1,0,0,0,0,2,0,0,0,0,2
NAP1L4,0,0,0,0,2,0,0,0,0,2
NAP1L2,0,0,0,0,2,0,0,0,0,2
MARK2,0,0,0,0,2,0,0,0,0,2
MTHFD1L,0,0,0,0,2,0,0,0,0,2
NACA2,0,0,0,0,2,0,0,0,0,2
MRM1,0,0,0,0,2,0,0,0,0,2
MAST3,0,0,0,0,2,0,0,0,0,2
MAPKAP1,0,0,0,0,1,0,0,1,0,2
GTPBP1,0,0,1,0,1,0,0,0,0,2
GTF3C3,0,0,0,0,2,0,0,0,0,2
GTF2I,0,0,0,0,2,0,0,0,0,2
GSN,0,0,0,0,2,0,0,0,0,2
GSE1,0,0,0,0,1,0,0,0,1,2
GSAP,0,0,0,0,1,0,0,1,0,2
GRWD1,0,0,0,0,2,0,0,0,0,2
GRPEL2,0,0,1,0,1,0,0,0,0,2
GRIPAP1,0,0,0,0,2,0,0,0,0,2
GRHL1,0,0,0,0,2,0,0,0,0,2
GRB10,0,0,0,0,1,1,0,0,0,2
GPSM1,0,0,0,0,2,0,0,0,0,2
GPRC5C,0,1,0,0,1,0,0,0,0,2
GPR56,0,0,0,0,2,0,0,0,0,2
GPR143,0,0,0,0,2,0,0,0,0,2
NEDD4,0,0,0,0,2,0,0,0,0,2
GPCPD1,0,0,0,0,2,0,0,0,0,2
GPATCH8,0,0,0,0,2,0,0,0,0,2
GPATCH4,0,0,0,0,1,0,0,1,0,2
GPATCH2,0,0,0,0,1,1,0,0,0,2
GNPTG,0,0,0,0,2,0,0,0,0,2
GMPS,0,0,0,0,2,0,0,0,0,2
GMPPB,0,0,0,0,1,1,0,0,0,2
GMPPA,0,0,0,0,2,0,0,0,0,2
GMEB2,0,0,0,0,2,0,0,0,0,2
GLYR1,0,0,0,0,2,0,0,0,0,2
GLUD2,1,0,0,0,0,1,0,0,0,2
GLI3,0,0,0,0,2,0,0,0,0,2
GLB1L2,0,0,0,0,0,1,0,1,0,2
GJA9,0,0,0,0,1,1,0,0,0,2
GINS1,0,0,0,0,1,1,0,0,0,2
GPR133,0,0,0,0,2,0,0,0,0,2
HOOK3,0,0,0,0,1,1,0,0,0,2
HNRNPUL1,0,0,0,0,2,0,0,0,0,2
HNRNPR,0,0,0,0,2,0,0,0,0,2
HNRNPL,0,0,0,0,2,0,0,0,0,2
HMMR,0,0,0,0,2,0,0,0,0,2
HIVEP3,0,0,0,0,1,1,0,0,0,2
HIVEP2,0,0,0,0,2,0,0,0,0,2
HIVEP1,0,0,0,0,2,0,0,0,0,2
HIRA,0,0,0,0,1,0,0,1,0,2
HIPK2,1,0,0,0,1,0,0,0,0,2
HIPK1,0,0,0,0,1,1,0,0,0,2
HIP1R,0,0,0,0,2,0,0,0,0,2
HERPUD2,1,0,0,0,1,0,0,0,0,2
HELLS,0,0,0,0,2,0,0,0,0,2
HECA,1,0,0,0,1,0,0,0,0,2
GTPBP2,0,0,0,0,2,0,0,0,0,2
HEATR5B,0,0,0,0,2,0,0,0,0,2
HDHD3,0,0,0,0,1,1,0,0,0,2
HDGF,1,0,0,0,1,0,0,0,0,2
HDAC2,0,0,0,0,2,0,0,0,0,2
HCN3,0,0,0,0,2,0,0,0,0,2
HCLS1,0,0,0,0,2,0,0,0,0,2
HAUS6,0,0,0,0,2,0,0,0,0,2
HARS,0,0,0,0,2,0,0,0,0,2
HAP1,0,0,0,0,2,0,0,0,0,2
HACE1,0,0,0,0,2,0,0,0,0,2
H6PD,1,0,0,0,1,0,0,0,0,2
H3F3B,0,0,0,0,2,0,0,0,0,2
H2AFX,0,0,0,0,2,0,0,0,0,2
GULP1,0,0,0,0,2,0,0,0,0,2
GUCY1A3,0,0,0,0,2,0,0,0,0,2
HEATR6,0,0,0,0,1,1,0,0,0,2
FBXO21,0,0,0,0,2,0,0,0,0,2
FBXO11,0,0,0,0,2,0,0,0,0,2
FBXL4,0,0,0,0,2,0,0,0,0,2
FBXL16,0,0,0,0,2,0,0,0,0,2
FBL,0,0,0,0,2,0,0,0,0,2
FASTKD2,0,0,0,0,2,0,0,0,0,2
FASN,0,0,0,0,2,0,0,0,0,2
FAR1,0,0,0,0,2,0,0,0,0,2
FAP,0,0,0,0,2,0,0,0,0,2
FANCD2,0,0,0,0,2,0,0,0,0,2
FAN1,0,0,0,0,2,0,0,0,0,2
FAM98A,0,0,0,0,1,0,0,1,0,2
FAM84B,0,0,0,0,2,0,0,0,0,2
FAM83H,0,0,0,0,2,0,0,0,0,2
FAM83D,0,0,0,0,2,0,0,0,0,2
GGA2,0,0,0,0,2,0,0,0,0,2
FAM50B,0,0,0,0,2,0,0,0,0,2
FAM208B,0,0,0,0,1,1,0,0,0,2
FAM200A,0,0,0,0,2,0,0,0,0,2
FAM193B,0,0,0,0,2,0,0,0,0,2
FAM178B,0,0,0,0,2,0,0,0,0,2
FAM129A,0,0,0,0,2,0,0,0,0,2
FAM107B,0,0,0,0,0,1,0,1,0,2
FAIM3,0,0,0,0,2,0,0,0,0,2
F13A1,0,0,0,0,2,0,0,0,0,2
EZR,0,1,0,0,1,0,0,0,0,2
EXTL3,0,0,0,0,2,0,0,0,0,2
EXOC7,0,0,0,0,2,0,0,0,0,2
EXOC5,0,0,0,0,2,0,0,0,0,2
ESRP1,0,0,0,0,2,0,0,0,0,2
ESPN,0,0,0,0,2,0,0,0,0,2
FAM83B,0,0,0,0,1,1,0,0,0,2
GEMIN5,0,0,0,0,2,0,0,0,0,2
GCNT1,0,0,0,0,2,0,0,0,0,2
GBA2,0,0,0,0,2,0,0,0,0,2
GART,0,0,0,0,2,0,0,0,0,2
GAPVD1,0,0,0,0,2,0,0,0,0,2
FZR1,1,0,0,0,1,0,0,0,0,2
FYCO1,0,1,0,0,1,0,0,0,0,2
FYB,0,0,0,0,2,0,0,0,0,2
FXR2,0,0,0,0,1,0,0,0,1,2
FUT11,0,0,0,0,2,0,0,0,0,2
FURIN,0,0,0,0,2,0,0,0,0,2
FUBP1,0,0,0,0,1,0,0,1,0,2
FSCN1,0,0,0,0,2,0,0,0,0,2
FRMD4A,0,0,0,0,2,0,0,0,0,2
FNIP1,0,0,0,0,2,0,0,0,0,2
FBXO28,0,0,0,0,2,0,0,0,0,2
FBXO4,0,0,0,0,2,0,0,0,0,2
FBXO41,0,0,0,0,2,0,0,0,0,2
FBXO46,1,0,0,0,1,0,0,0,0,2
FBXO9,0,0,0,0,1,1,0,0,0,2
FBXW5,0,0,0,1,1,0,0,0,0,2
FBXW8,0,0,0,0,2,0,0,0,0,2
FCRL3,0,0,0,0,1,1,0,0,0,2
FNBP1,0,0,0,0,2,0,0,0,0,2
FHL2,0,0,0,0,2,0,0,0,0,2
FITM2,0,0,0,0,2,0,0,0,0,2
FLNA,0,0,0,0,2,0,0,0,0,2
FLVCR1,0,0,0,0,2,0,0,0,0,2
FMO1,0,0,0,0,2,0,0,0,0,2
FMO4,0,0,0,0,2,0,0,0,0,2
FMOD,0,0,0,0,1,1,0,0,0,2
FN1,0,0,0,0,1,1,0,0,0,2
FH,0,0,0,0,2,0,0,0,0,2
LCA5,0,0,0,0,2,0,0,0,0,2
LAS1L,0,0,0,0,1,0,0,1,0,2
LARP4B,1,0,0,0,1,0,0,0,0,2
LARP4,0,0,0,0,2,0,0,0,0,2
LARP1,1,0,0,0,0,0,0,1,0,2
LAMP1,0,0,0,0,2,0,0,0,0,2
LAMA5,0,0,0,0,2,0,0,0,0,2
L3MBTL1,0,0,0,0,2,0,0,0,0,2
L3HYPDH,0,0,0,0,2,0,0,0,0,2
KRT4,0,0,0,0,2,0,0,0,0,2
KRT19,0,0,0,0,2,0,0,0,0,2
KRT16,0,0,0,0,2,0,0,0,0,2
KNTC1,1,0,0,0,1,0,0,0,0,2
KLF9,0,0,0,0,1,1,0,0,0,2
KLF16,0,0,0,0,2,0,0,0,0,2
HOXA10,0,0,0,0,2,0,0,0,0,2
KLF11,0,0,0,0,2,0,0,0,0,2
KLF10,1,0,0,0,1,0,0,0,0,2
KIFAP3,0,0,0,0,2,0,0,0,0,2
KIF27,0,0,0,0,1,1,0,0,0,2
KIF18B,0,0,0,0,2,0,0,0,0,2
KIF15,0,0,0,0,1,0,0,1,0,2
KIAA2026,0,0,0,0,2,0,0,0,0,2
KIAA2018,0,0,0,0,2,0,0,0,0,2
KIAA1671,0,0,0,0,2,0,0,0,0,2
KIAA1551,0,0,0,0,2,0,0,0,0,2
KIAA1468,0,0,0,0,2,0,0,0,0,2
KIAA1462,0,0,0,0,2,0,0,0,0,2
KIAA1324L,0,0,0,0,2,0,0,0,0,2
KIAA1324,0,0,0,0,2,0,0,0,0,2
KIAA1244,0,0,0,0,2,0,0,0,0,2
KLF12,0,0,0,0,2,0,0,0,0,2
MAGEE1,0,0,0,0,2,0,0,0,0,2
MAEA,0,0,0,0,2,0,0,0,0,2
LYPD3,0,0,0,0,2,0,0,0,0,2
LY75,0,0,0,0,2,0,0,0,0,2
LUM,0,0,0,0,2,0,0,0,0,2
LTBP3,0,0,0,0,2,0,0,0,0,2
LTBP2,0,0,0,0,2,0,0,0,0,2
LTBP1,0,0,0,0,1,0,0,1,0,2
LTB4R2,0,0,0,0,2,0,0,0,0,2
LSR,0,0,0,0,2,0,0,0,0,2
LRRC8B,0,0,0,0,1,1,0,0,0,2
LRRC70,0,0,0,0,2,0,0,0,0,2
LRRC61,0,0,0,0,2,0,0,0,0,2
LRRC47,1,0,0,0,1,0,0,0,0,2
LRRC41,0,0,0,0,2,0,0,0,0,2
LDB2,0,0,0,0,1,1,0,0,0,2
LGALS1,0,0,0,0,2,0,0,0,0,2
LGALS3BP,0,0,0,0,2,0,0,0,0,2
LIG3,0,0,0,0,1,1,0,0,0,2
LILRB1,0,0,0,0,1,1,0,0,0,2
LIMA1,0,0,0,0,2,0,0,0,0,2
LIMK1,0,0,0,0,2,0,0,0,0,2
LINS,0,0,0,0,1,1,0,0,0,2
LRRC37B,0,0,0,0,2,0,0,0,0,2
LONP1,0,0,0,0,2,0,0,0,0,2
LOX,0,0,0,0,2,0,0,0,0,2
LPAR1,0,0,0,0,2,0,0,0,0,2
LPP,0,0,0,0,2,0,0,0,0,2
LRP5,1,0,0,0,1,0,0,0,0,2
LRPPRC,1,0,0,0,1,0,0,0,0,2
LRRC14,0,0,0,0,2,0,0,0,0,2
LRRC37A3,0,0,0,0,2,0,0,0,0,2
LMO7,0,0,0,0,2,0,0,0,0,2
IPO13,0,0,0,0,2,0,0,0,0,2
INTU,0,0,0,0,2,0,0,0,0,2
INTS8,0,0,0,0,2,0,0,0,0,2
INTS6,0,0,0,0,2,0,0,0,0,2
INTS4,0,0,0,0,2,0,0,0,0,2
INTS10,0,0,0,0,2,0,0,0,0,2
INTS1,0,0,0,0,2,0,0,0,0,2
INPP5E,0,0,0,0,2,0,0,0,0,2
INPP5A,0,0,0,0,2,0,0,0,0,2
INMT,0,0,0,0,2,0,0,0,0,2
IL6ST,0,0,0,0,2,0,0,0,0,2
IL21R,0,0,0,0,2,0,0,0,0,2
IL16,0,0,0,0,2,0,0,0,0,2
IL12RB1,0,0,0,0,2,0,0,0,0,2
IGF2R,0,0,0,0,2,0,0,0,0,2
KIAA1033,0,0,0,0,2,0,0,0,0,2
IDH3B,0,0,0,0,2,0,0,0,0,2
IDH1,1,0,0,0,1,0,0,0,0,2
IARS2,0,0,0,0,1,1,0,0,0,2
IARS,0,0,0,0,2,0,0,0,0,2
HUS1,0,0,0,0,2,0,0,0,0,2
HSPG2,0,0,0,0,2,0,0,0,0,2
HSPBP1,1,0,0,0,1,0,0,0,0,2
HSPA6,0,0,0,0,2,0,0,0,0,2
HSPA4,0,0,0,0,1,1,0,0,0,2
HSP90B1,0,0,0,0,2,0,0,0,0,2
HSF1,0,0,0,0,2,0,0,0,0,2
HSD17B11,0,0,0,0,2,0,0,0,0,2
HRAS,0,0,0,0,2,0,0,0,0,2
HPS5,0,0,0,0,2,0,0,0,0,2
HPS3,0,0,0,0,2,0,0,0,0,2
IER5,0,0,0,0,2,0,0,0,0,2
KIAA0430,0,0,0,0,1,1,0,0,0,2
KIAA0368,0,0,0,0,2,0,0,0,0,2
KIAA0195,0,0,0,0,1,1,0,0,0,2
KDR,0,0,0,0,2,0,0,0,0,2
KDM6A,0,0,0,0,2,0,0,0,0,2
KDM5B,0,0,0,0,2,0,0,0,0,2
KDM4C,0,0,0,0,1,1,0,0,0,2
KDM2B,0,0,0,0,2,0,0,0,0,2
KDM2A,0,1,0,0,0,1,0,0,0,2
KCTD14,0,0,0,0,2,0,0,0,0,2
KCTD10,0,0,0,0,1,1,0,0,0,2
KCNQ1,0,0,0,0,2,0,0,0,0,2
KCNMA1,0,0,0,0,2,0,0,0,0,2
KCNH2,0,0,0,0,2,0,0,0,0,2
KAT7,0,0,0,0,2,0,0,0,0,2
IPO7,0,0,0,0,2,0,0,0,0,2
IQSEC1,0,0,0,0,2,0,0,0,0,2
IRAK1,0,0,0,0,1,1,0,0,0,2
IST1,0,0,0,0,2,0,0,0,0,2
ITGA3,0,0,0,0,2,0,0,0,0,2
ITGAE,0,0,0,0,1,1,0,0,0,2
ITGAL,0,0,0,0,2,0,0,0,0,2
ITGB1,0,0,0,0,2,0,0,0,0,2
KANK4,0,0,0,0,2,0,0,0,0,2
ITM2A,0,0,0,0,1,0,0,1,0,2
ITPKB,0,0,0,0,2,0,0,0,0,2
ITPR3,0,0,0,0,1,1,0,0,0,2
IVNS1ABP,0,0,0,0,2,0,0,0,0,2
JADE1,0,0,0,0,2,0,0,0,0,2
JADE2,0,0,0,0,2,0,0,0,0,2
JADE3,0,0,0,0,2,0,0,0,0,2
JAK1,0,0,0,0,2,0,0,0,0,2
ITGB6,0,0,0,0,1,0,0,1,0,2
TFE3,1,0,0,0,1,0,0,0,0,2
THBS1,0,0,0,0,2,0,0,0,0,2
THRA,0,0,0,0,2,0,0,0,0,2
THSD4,0,0,0,0,2,0,0,0,0,2
TIE1,0,0,0,0,2,0,0,0,0,2
TLE1,0,0,0,0,2,0,0,0,0,2
TLR2,0,0,0,0,2,0,0,0,0,2
TLR3,0,0,0,0,1,1,0,0,0,2
PLCL2,0,0,0,0,2,0,0,0,0,2
TMC6,0,0,0,1,1,0,0,0,0,2
TMCO4,0,0,0,0,2,0,0,0,0,2
TMEM132A,0,0,0,0,2,0,0,0,0,2
TMEM161B,0,0,0,0,2,0,0,0,0,2
TMEM39B,0,0,0,0,2,0,0,0,0,2
TMEM51,0,0,0,0,2,0,0,0,0,2
TMEM63B,0,0,0,0,2,0,0,0,0,2
TMF1,0,0,0,0,2,0,0,0,0,2
TMPO,0,0,0,0,2,0,0,0,0,2
TLR4,0,0,0,0,2,0,0,0,0,2
TBC1D20,0,0,0,0,1,1,0,0,0,2
TBC1D2B,0,0,0,0,1,1,0,0,0,2
TBC1D31,0,0,0,0,2,0,0,0,0,2
TBC1D8,0,0,0,0,2,0,0,0,0,2
TBC1D8B,0,1,0,0,1,0,0,0,0,2
TBCCD1,0,0,0,0,2,0,0,0,0,2
TBKBP1,0,0,0,0,2,0,0,0,0,2
TBX15,0,0,0,0,2,0,0,0,0,2
TET3,0,0,0,0,2,0,0,0,0,2
TCEA2,0,0,0,0,2,0,0,0,0,2
TCF12,0,0,0,0,2,0,0,0,0,2
TCF4,1,0,0,0,1,0,0,0,0,2
TCHP,0,0,0,0,2,0,0,0,0,2
TDRD3,1,0,0,0,1,0,0,0,0,2
TDRKH,0,0,0,0,1,1,0,0,0,2
TECPR1,0,0,0,0,2,0,0,0,0,2
TECTA,0,0,0,0,2,0,0,0,0,2
TET2,0,0,0,0,2,0,0,0,0,2
TBX19,1,0,0,0,1,0,0,0,0,2
TRAPPC13,0,0,0,0,2,0,0,0,0,2
TRAPPC8,0,0,0,0,2,0,0,0,0,2
TRERF1,0,0,0,0,2,0,0,0,0,2
TRIAP1,0,0,0,0,2,0,0,0,0,2
TRIM16L,0,0,0,0,2,0,0,0,0,2
TRIM27,0,0,0,0,2,0,0,0,0,2
TRIM32,0,0,0,0,2,0,0,0,0,2
TRIM38,0,0,0,0,2,0,0,0,0,2
TMPRSS13,0,0,0,0,2,0,0,0,0,2
TRIM69,0,0,0,0,1,1,0,0,0,2
TRIP11,0,1,0,0,1,0,0,0,0,2
TRMT44,0,0,0,0,2,0,0,0,0,2
TRO,0,0,0,0,2,0,0,0,0,2
TRPM7,0,0,0,0,2,0,0,0,0,2
TRPS1,0,0,0,0,2,0,0,0,0,2
TSC1,0,0,0,0,1,1,0,0,0,2
TSNARE1,0,0,0,0,2,0,0,0,0,2
TTC39A,0,0,0,0,2,0,0,0,0,2
TRIM45,0,0,0,0,2,0,0,0,0,2
TMTC3,0,0,0,0,2,0,0,0,0,2
TNFAIP2,0,0,0,0,2,0,0,0,0,2
TNFAIP3,0,0,0,0,2,0,0,0,0,2
TNFRSF14,0,0,0,0,2,0,0,0,0,2
TNIP1,0,0,0,1,1,0,0,0,0,2
TNRC6C,0,0,0,0,2,0,0,0,0,2
TOB2,1,0,0,0,1,0,0,0,0,2
TOMM6,0,0,1,0,1,0,0,0,0,2
TOMM70A,0,0,0,0,2,0,0,0,0,2
TRAPPC11,0,0,0,0,2,0,0,0,0,2
TOR1B,0,0,0,0,2,0,0,0,0,2
TOX4,0,0,0,0,2,0,0,0,0,2
TP53BP1,0,0,0,0,2,0,0,0,0,2
